dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,n_adaptations_on_falling_error,work_units_on_falling_error,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
elec2,rf,AlwaysRebuild,always_rebuild,1,40781,3624,accuracy,60,60,0,0,60,0,0,0,0,4,0,,0,0,0,18,949600,3500000,6000,35000,6000,11.10351800002536,,362400,0.85,0.7484612932493073,0.852393024012599,0.7387086654535883,trees,100,100,69258,11618,node_visits,867.911,646.329,0.7446950205723859,12.119300001359079,14.091900004132185,13.82655760000489,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,MechanismSelector,mechanism_selector,1,40781,3624,accuracy,69,69,19,0,50,14,3,0,0,10,36,0,0,0,0,21,64000,2283545,5180,37797,5180,9.366908600000897,,362400,0.511,0.7143522718913219,0.5349120770074445,0.7028054992953514,trees,100,100,69258,1740,node_visits,867.911,412.089,0.4748055964263617,13.840999999956694,11.356700000760611,12.82213920000504,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,1,40781,3624,accuracy,64,64,0,43,21,0,1,0,0,8,43,,0,0,0,18,321615,1254785,2315,30253,2315,4.243631399971491,,362400,0.859,0.7303891518108924,0.8546046578897678,0.7240680391962083,trees,100,100,69258,3666,node_visits,867.911,504.736,0.5815527168108251,13.658999996550847,10.829999999259599,7.46109609999985,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,AlwaysRebuild,always_rebuild,1,40781,3624,accuracy,54,54,0,0,54,0,1,0,0,5,0,,0,0,0,18,744056,2014852,0,32892,3087,0.2486153999925591,,366024,0.609,0.653490596110934,0.5829613797702794,0.6392430853990105,params,9,9,,,params_read,9.0,9.0,1.0,0.3648999991128221,0.167199999850709,0.5298181999969529,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,MechanismSelector,mechanism_selector,1,40781,3624,accuracy,70,70,23,7,40,15,0,0,0,12,32,7,0,0,0,26,73030,1089705,0,33481,2174,0.16882679999253014,,366024,0.585,0.6092052671587259,0.5559396732165313,0.6010395139216617,params,9,9,,,params_read,9.0,9.0,1.0,0.2403999969828874,0.34159999631810933,0.45882649999839487,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,1,40781,3624,accuracy,63,63,0,42,21,0,0,0,0,9,42,,0,0,0,25,363642,788525,0,29733,1333,0.13116289998288266,,366024,0.626,0.6346337755327236,0.6263523910152624,0.6141128767202432,params,9,9,,,params_read,9.0,9.0,1.0,0.1995999991777353,0.16619999951217324,0.4215492000002996,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,AlwaysRebuild,always_rebuild,1,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,1,0,,1,2,0,0,0,919200,1000,9192,1000,4.125569099996937,,422700,0.25,0.535678244050122,0.5386578901633646,0.5359048630497546,trees,100,100,122862,21882,node_visits,1296.761,1014.286,0.7821688036577288,21.19929999753367,19.367000000784174,7.359350700004143,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,MechanismSelector,mechanism_selector,1,47564,4227,balanced_accuracy,9,9,6,0,3,1,0,0,0,1,2,0,1,4,0,3,0,224000,310,3760,310,1.2152375000077882,,422700,0.683,0.5087461105037423,0.2992483489746263,0.511681988399448,trees,100,100,122862,34392,node_visits,1296.761,983.271,0.7582515205192013,22.76539999729721,16.91679999930784,4.472054500001832,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,FixedSchedule(k=3),fixed_schedule,1,47564,4227,balanced_accuracy,10,10,0,7,3,0,0,0,0,1,7,,3,8,0,3,12000,240800,335,7728,335,1.1208030000052531,,422700,0.344,0.3983054410898999,0.46000173792144594,0.3971204943484528,trees,100,100,122862,31280,node_visits,1296.761,1004.885,0.7749192025361651,20.945800002664328,15.441899995494168,4.20862489999854,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,1,47564,4227,balanced_accuracy,8,8,0,0,8,0,0,0,0,0,0,,2,2,0,6,2512000,2706000,0,8000,2706,0.514615700005379,,727044,0.19,0.1530569338154907,0.20980948036148764,0.1526365053061479,params,204,204,,,params_read,204.0,204.0,1.0,0.2554000020609237,0.22620000527240336,0.9875372000024072,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,1,47564,4227,balanced_accuracy,11,11,10,0,1,0,0,0,0,0,1,0,0,0,0,5,0,106800,0,1800,107,0.05712560000392841,,727044,0.07,0.18368934488268437,0.25,0.18697801279633997,params,204,204,,,params_read,204.0,204.0,1.0,0.2268999960506335,0.22339999850373715,0.5670377000060398,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,1,47564,4227,balanced_accuracy,9,9,0,6,3,0,0,0,0,0,6,,0,0,0,4,161400,355800,0,7800,357,0.19202179999410873,,727044,0.19,0.19100580270793036,0.20980948036148764,0.18929539331090417,params,204,204,,,params_read,204.0,204.0,1.0,1.0234000001219101,0.22619999799644575,0.7321059999958379,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,AlwaysRebuild,always_rebuild,1,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,0,0,544000,700,5440,700,2.5148259999987204,,193200,0.719,0.4913733609385783,0.5903980986333928,0.48852625358262736,trees,100,100,26480,10764,node_visits,867.122,840.709,0.9695394650349086,16.84199999726843,14.696599995659199,3.976592699997127,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,MechanismSelector,mechanism_selector,1,21735,1932,balanced_accuracy,7,7,1,0,6,1,0,0,0,1,5,0,5,23,1,1,36605,454460,625,7748,625,2.0108878999963054,,193200,0.537,0.4792270531400966,0.2460566448801743,0.4753041818985728,trees,100,100,26480,8850,node_visits,867.122,772.011,0.8903141657113993,16.468800000438932,16.143400003784336,3.5771585000038613,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,FixedSchedule(k=3),fixed_schedule,1,21735,1932,balanced_accuracy,6,6,0,4,2,0,0,0,0,0,4,,4,10,1,1,100000,212350,220,4470,220,0.9135753000009572,,193200,0.521,0.28240165631469977,0.20232323232323232,0.2945837691089848,trees,100,100,26480,37724,node_visits,867.122,1039.175,1.1984184463085932,15.517899999395013,16.06739999988349,2.4552563000033842,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,AlwaysRebuild,always_rebuild,1,21735,1932,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,3,7,1,2,1125000,2783000,0,4568,3215,0.675019300004351,,1932000,0.191,0.18090637221072003,0.1503030303030303,0.18420731811079336,params,204,204,,,params_read,204.0,204.0,1.0,0.23530000180471689,0.2466000005370006,0.9808030999993207,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,MechanismSelector,mechanism_selector,1,21735,1932,balanced_accuracy,6,6,3,2,1,0,0,0,0,0,3,2,0,0,1,2,332,98932,0,2932,100,0.06038730000000214,,1932000,0.053,0.17943409247757075,0.01962962962962963,0.1868865530228029,params,204,204,,,params_read,204.0,204.0,1.0,0.24309999571414664,0.22680000256514177,0.37456810000003316,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,FixedSchedule(k=3),fixed_schedule,1,21735,1932,balanced_accuracy,5,5,0,4,1,0,0,0,0,0,4,,1,3,1,1,800,1003116,0,4116,1004,0.2913458999901195,,1932000,0.244,0.18601334253508167,0.358750247573777,0.1895488860529626,params,204,204,,,params_read,204.0,204.0,1.0,0.25240000104531646,0.24470000062137842,0.6057952999981353,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,7,7,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,700000,700,7000,700,3.2026179999957094,,456000,0.691,0.6301420581873454,0.6901056124638553,0.6301428596345535,trees,100,100,189994,36572,node_visits,1241.693,1008.487,0.8121870703950171,28.01290000206791,17.828500000177883,6.665580799999589,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,MechanismSelector,mechanism_selector,1,51317,4560,balanced_accuracy,6,6,0,1,5,0,0,0,0,0,6,1,0,0,0,0,0,524000,530,9800,530,2.2628534999894327,,456000,0.625,0.6247637235224195,0.6246241454910652,0.624764110160884,trees,100,100,189994,36278,node_visits,1241.693,973.99,0.7844048408100875,23.795600005541928,16.954999999143183,5.81405060000543,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,FixedSchedule(k=3),fixed_schedule,1,51317,4560,balanced_accuracy,4,4,0,3,1,0,0,0,0,0,3,,0,0,0,0,0,112000,115,3400,115,0.4885982999985572,,456000,0.59,0.4048366038544732,0.5887819495874087,0.40483380825931,trees,100,100,189994,39306,node_visits,1241.693,991.593,0.7985814529034149,22.51840000099037,17.624899999646004,3.8162152000004426,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.4667000030167401,0.2327999973203987,0.559268000004522,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,MechanismSelector,mechanism_selector,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.25099999766098335,0.25689999893074855,0.5396250000048894,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,FixedSchedule(k=3),fixed_schedule,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.28500000189524144,0.22249999892665073,0.5439979000002495,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,AlwaysRebuild,always_rebuild,1,90000,8000,balanced_accuracy,85,85,0,0,85,0,1,0,0,3,0,,83,389,0,3,129200,6555200,8500,65552,8500,17.70607079997717,,800000,0.918,0.9033,0.5962348170726126,0.6349372269385581,trees,100,100,286594,8148,node_visits,1541.04,606.01,0.39324741732855734,17.903399995702785,11.677599999529775,22.705656699996325,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,MechanismSelector,mechanism_selector,1,90000,8000,balanced_accuracy,98,98,17,1,80,3,1,0,0,3,78,1,80,727,0,6,133200,6207980,8390,107828,8390,18.226812900007644,,800000,0.925,0.8994111111111112,0.6033743398229765,0.6218030767980772,trees,100,100,286594,9464,node_visits,1541.04,660.78,0.42878835072418625,19.139399999403395,12.538299997686408,25.063533499996993,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,FixedSchedule(k=3),fixed_schedule,1,90000,8000,balanced_accuracy,133,133,0,89,44,0,5,0,0,17,89,,132,632,0,18,211310,1991685,4845,59453,4845,9.858959200035315,,800000,0.765,0.8873444444444445,0.47324967277187396,0.8034991696228426,trees,100,100,286594,2658,node_visits,1541.04,476.901,0.309466983335929,16.816800001834054,12.625600000319537,17.62750750000123,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,AlwaysRebuild,always_rebuild,1,90000,8000,balanced_accuracy,202,202,0,0,202,0,26,0,0,135,0,,200,966,0,102,22434000,48485200,0,49752,200148,24.37058900007105,,1656000,0.727,0.4158777777777778,0.4713641065070342,0.23922985530295884,params,385,385,,,params_read,385.0,385.0,1.0,0.35740000021178275,0.2714000002015382,27.120642999994743,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,MechanismSelector,mechanism_selector,1,90000,8000,balanced_accuracy,11,11,4,1,6,3,0,0,0,2,4,1,4,10,0,5,416691,1070547,0,5443,4176,0.4157770999954664,,1656000,0.0,0.01961111111111111,0.0,0.2890808471793332,params,385,385,,,params_read,385.0,385.0,1.0,0.2645999993546866,0.2623999971547164,1.988725199997134,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,FixedSchedule(k=3),fixed_schedule,1,90000,8000,balanced_accuracy,256,256,0,171,85,0,37,0,0,135,171,,85,410,0,111,7230531,24183620,0,63764,85171,13.0077609999571,,1656000,0.76,0.7359,0.5328761292802812,0.33473064007465325,params,385,385,,,params_read,385.0,385.0,1.0,0.25939999613910913,0.3254000039305538,15.741366900001594,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,AlwaysRebuild,always_rebuild,2,40781,3624,accuracy,67,67,0,0,67,0,0,0,0,6,0,,0,0,0,18,938400,3618400,6700,36184,6700,11.710142999996606,,362400,0.821,0.7323998921066183,0.8285029588889201,0.7222434657510706,trees,100,100,66682,12164,node_visits,816.718,713.307,0.8733822445446286,13.196700005210005,12.084100002539344,14.649520200000552,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,MechanismSelector,mechanism_selector,2,40781,3624,accuracy,64,64,23,1,40,11,2,0,0,7,30,1,0,0,0,23,32400,1845435,4150,31343,4150,6.9137004999647615,,362400,0.831,0.7156273754934896,0.832845876638638,0.705301616186746,trees,100,100,66682,11962,node_visits,816.718,646.573,0.7916722785588172,12.043999995512422,11.280800004897173,9.864533400002983,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,2,40781,3624,accuracy,70,70,0,47,23,0,0,0,0,9,47,,0,0,0,26,543880,1211490,2535,31626,2535,4.364361500011,,362400,0.87,0.7435325274024668,0.869828975015166,0.7313125054471111,trees,100,100,66682,15216,node_visits,816.718,742.119,0.908660027084012,12.394500001391862,12.411200004862621,7.622713199998543,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,AlwaysRebuild,always_rebuild,2,40781,3624,accuracy,63,63,0,0,63,0,0,0,0,6,0,,0,0,0,26,921096,2283120,0,35904,3643,0.2787937000466627,,344280,0.63,0.6393418503714965,0.6041195447368738,0.6210123154577691,params,9,9,,,params_read,9.0,9.0,1.0,0.16840000171214342,0.17749999824445695,0.5678100000004633,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,MechanismSelector,mechanism_selector,2,40781,3624,accuracy,60,60,20,6,34,13,0,0,0,8,27,6,0,0,0,26,50880,933325,0,28501,1856,0.14270830003079027,,344280,0.634,0.6087393639194723,0.6084021999831265,0.5886650910206749,params,9,9,,,params_read,9.0,9.0,1.0,0.17409999418305233,0.16829999367473647,0.41802249999454943,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,2,40781,3624,accuracy,60,60,0,40,20,0,0,0,0,9,40,,0,0,0,16,32060,658294,0,28710,1085,0.12061900001572212,,344280,0.595,0.6345602118633678,0.569297861484627,0.6201046154852907,params,9,9,,,params_read,9.0,9.0,1.0,0.16769999638199806,0.16759999562054873,0.3863564999992377,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
