dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,n_adaptations_on_falling_error,work_units_on_falling_error,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
insects_abrupt,rf,AlwaysRebuild,always_rebuild,2,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,1,2,0,1,86400,986400,1000,9864,1000,4.105137400001695,,422700,0.183,0.5773063661592801,0.5609174052832812,0.5789109582182336,trees,100,100,122592,20586,node_visits,1316.299,990.645,0.7525987636547623,20.06210000399733,16.1697000003187,7.131521299997985,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,MechanismSelector,mechanism_selector,2,47564,4227,balanced_accuracy,8,8,4,0,4,1,0,0,0,1,3,0,2,5,0,2,0,331200,415,5592,415,1.5195824000038556,,422700,0.366,0.5215288873938273,0.4643117831074035,0.5253601818240597,trees,100,100,122592,32078,node_visits,1316.299,998.828,0.7588154363104431,19.810199999483302,16.27409999491647,4.627577200000815,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,FixedSchedule(k=3),fixed_schedule,2,47564,4227,balanced_accuracy,10,10,0,7,3,0,0,0,0,1,7,,3,8,0,3,11840,240640,335,7696,335,1.0302143999870168,,422700,0.349,0.4052644857455218,0.5129192735488356,0.404139180652574,trees,100,100,122592,32354,node_visits,1316.299,1007.1,0.7650997227833494,20.303500001318753,16.722500004107133,4.0981240999972215,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,2,47564,4227,balanced_accuracy,9,9,0,0,9,0,0,0,0,0,0,,4,6,0,2,1106000,4502000,0,9000,4502,0.8655254000041168,,959529,0.096,0.2658313009839374,0.3654761904761905,0.26352729700836874,params,204,204,,,params_read,204.0,204.0,1.0,0.23880000662757084,0.26590000197757035,1.3814597000018694,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,2,47564,4227,balanced_accuracy,10,10,7,1,2,0,0,0,0,0,3,1,0,0,0,5,800,250400,0,4400,251,0.12705840000126045,,959529,0.05,0.18318476158439156,0.02501520681265207,0.185875502602589,params,204,204,,,params_read,204.0,204.0,1.0,0.44440000056056306,0.225800002226606,0.7028395000015735,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,2,47564,4227,balanced_accuracy,8,8,0,6,2,0,0,0,0,0,6,,0,0,0,4,93400,195800,0,6800,197,0.11043019999488024,,959529,0.378,0.19491632326969976,0.18362226277372262,0.19220940009102794,params,204,204,,,params_read,204.0,204.0,1.0,0.22900000476511195,0.2479999966453761,0.6156503000020166,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,AlwaysRebuild,always_rebuild,2,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,0,0,553600,700,5536,700,2.425904099996842,,193200,0.727,0.4875086266390614,0.5840007922360864,0.48384578375250986,trees,100,100,26580,12624,node_visits,864.884,919.828,1.0635275944519726,15.305500004615169,14.947700001357589,3.880530700000236,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,MechanismSelector,mechanism_selector,2,21735,1932,balanced_accuracy,7,7,1,1,5,1,0,0,0,1,5,1,5,23,1,1,36605,354460,525,6748,525,1.6173391000120318,,193200,0.542,0.4174833218311479,0.229041394335512,0.41844631789154324,trees,100,100,26580,8810,node_visits,864.884,792.136,0.9158869860004347,16.145699999469798,14.496600000711624,3.0725053999995,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,rf,FixedSchedule(k=3),fixed_schedule,2,21735,1932,balanced_accuracy,6,6,0,4,2,0,0,0,0,0,4,,4,10,1,1,100000,212350,220,4470,220,0.9158258999887039,,193200,0.515,0.2803312629399586,0.1954208754208754,0.29247528950020735,trees,100,100,26580,37716,node_visits,864.884,1045.662,1.2090199379338733,15.541799999482464,16.47909999883268,2.3717718999978388,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,AlwaysRebuild,always_rebuild,2,21735,1932,balanced_accuracy,7,7,0,0,7,0,1,0,0,1,0,,5,12,1,2,209000,3493000,0,5284,5209,0.8292433000024175,,1932000,0.472,0.2129744651483782,0.4846563675975441,0.21995173968446458,params,204,204,,,params_read,204.0,204.0,1.0,0.2494000000297092,0.24139999732142314,1.1559215999950538,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,MechanismSelector,mechanism_selector,2,21735,1932,balanced_accuracy,6,6,3,1,2,1,1,0,0,1,2,1,2,6,1,2,100800,805363,0,2167,2002,0.215760400002182,,1932000,0.039,0.217437313089487,0.30183798772034065,0.24320579607839443,params,204,204,,,params_read,204.0,204.0,1.0,0.22980000358074903,0.23569999757455662,0.5331265999993775,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_gradual,sgd,FixedSchedule(k=3),fixed_schedule,2,21735,1932,balanced_accuracy,6,6,0,4,2,0,1,0,0,1,4,,1,3,1,2,1000080,1097396,0,4396,1099,0.3450044000055641,,1932000,0.623,0.29330572808833677,0.5137472766884531,0.30501170199741995,params,204,204,,,params_read,204.0,204.0,1.0,0.23389999842038378,0.2390000008745119,0.6651631999993697,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,AlwaysRebuild,always_rebuild,2,51317,4560,balanced_accuracy,7,7,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,700000,700,7000,700,2.952165900009277,,456000,0.695,0.6335522341524251,0.694097205659942,0.6335528598088696,trees,100,100,189968,37936,node_visits,1250.151,1003.172,0.8024406651676477,22.980900001130067,16.891899998881854,6.2991495999958715,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,MechanismSelector,mechanism_selector,2,51317,4560,balanced_accuracy,6,6,1,0,5,0,0,0,0,0,5,0,0,0,0,0,0,520000,525,9000,525,2.2353971999982605,,456000,0.709,0.6103045774304812,0.7080682501748535,0.6103068863102876,trees,100,100,189968,38132,node_visits,1250.151,1011.644,0.8092174465324589,23.480000003473833,18.263099998875987,5.6509791999997105,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,rf,FixedSchedule(k=3),fixed_schedule,2,51317,4560,balanced_accuracy,4,4,0,3,1,0,0,0,0,0,3,,0,0,0,0,0,112000,115,3400,115,0.46850840000843164,,456000,0.589,0.406025293762301,0.587847969627804,0.4060223040828242,trees,100,100,189968,36902,node_visits,1250.151,995.559,0.7963510007991034,25.268099998356774,18.756500001472887,3.8753512000039336,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,AlwaysRebuild,always_rebuild,2,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,,1026000,0.157,0.16164234074478243,0.15947264833464825,0.16160554782145775,params,204,204,,,params_read,204.0,204.0,1.0,0.29879999783588573,0.2589999930933118,0.5651642000011634,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,MechanismSelector,mechanism_selector,2,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,1026000,0.157,0.16164234074478243,0.15947264833464825,0.16160554782145775,params,204,204,,,params_read,204.0,204.0,1.0,0.27639999461825937,0.22570000146515667,0.5873729999948409,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_incremental,sgd,FixedSchedule(k=3),fixed_schedule,2,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,,1026000,0.157,0.16164234074478243,0.15947264833464825,0.16160554782145775,params,204,204,,,params_read,204.0,204.0,1.0,0.370699999621138,0.2524999945308082,0.5432794999942416,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,AlwaysRebuild,always_rebuild,2,90000,8000,balanced_accuracy,92,92,0,0,92,0,1,0,0,2,0,,90,417,0,3,186800,7038400,9200,70384,9200,19.39297309997346,,800000,0.928,0.9063444444444444,0.6790964319385112,0.6485568573512148,trees,100,100,288292,10780,node_visits,1583.629,696.887,0.4400569830433769,16.91720000235364,16.599299997324124,24.73314019999816,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,MechanismSelector,mechanism_selector,2,90000,8000,balanced_accuracy,109,109,36,2,71,5,1,0,0,3,68,2,71,633,0,10,262800,4994310,7440,87166,7440,15.373371800029417,,800000,0.921,0.8755222222222222,0.653697187472622,0.6257232181272706,trees,100,100,288292,11654,node_visits,1583.629,692.456,0.43725897921798607,17.387899999448564,13.807599993015174,22.00065860000177,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,rf,FixedSchedule(k=3),fixed_schedule,2,90000,8000,balanced_accuracy,133,133,0,89,44,0,1,0,0,17,89,,131,627,0,15,116710,1731035,4845,58243,4845,8.779956499980472,,800000,0.894,0.8799222222222223,0.555348627080236,0.8182004511749792,trees,100,100,288292,4120,node_visits,1583.629,571.501,0.3608806102944566,17.2997999979998,11.357700001099147,16.009473400001298,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,AlwaysRebuild,always_rebuild,2,90000,8000,balanced_accuracy,283,283,0,0,283,0,60,0,0,194,0,,279,1362,0,141,29860992,66138016,0,67836,280264,34.45886059994518,,1792000,0.0,0.6028333333333333,0.0,0.25149356538683837,params,385,385,,,params_read,385.0,385.0,1.0,0.2674999996088445,0.36890000046696514,37.56209139999555,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,MechanismSelector,mechanism_selector,2,90000,8000,balanced_accuracy,295,295,75,7,213,197,60,0,0,174,23,7,213,1044,0,151,15245173,35117130,0,44238,213023,18.96156260005955,,1792000,0.796,0.5850888888888889,0.3333333333333333,0.4602333201139156,params,385,385,,,params_read,385.0,385.0,1.0,0.3904999975929968,0.614199998381082,21.87064090000058,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
covtype,sgd,FixedSchedule(k=3),fixed_schedule,2,90000,8000,balanced_accuracy,264,264,0,176,88,0,42,0,0,131,176,,87,419,0,115,7705807,25251225,0,65437,87274,13.3517737999573,,1792000,0.785,0.7582777777777778,0.43673742116776965,0.3606999755630375,params,385,385,,,params_read,385.0,385.0,1.0,0.3133999998681247,0.2587999988463707,16.31122360000154,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,69,69,0,0,69,0,0,0,0,4,0,,0,0,0,16,758400,3675200,6900,36752,6900,11.80998039998667,,362400,0.853,0.729530909001741,0.8586542981226222,0.7223775248680584,trees,100,100,69324,11748,node_visits,813.361,699.236,0.8596871499862915,12.285799995879643,12.468100001569837,14.723128199999337,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,64,64,16,0,48,11,0,0,0,8,37,0,0,0,0,18,38400,2589635,4985,43383,4985,8.616005500000028,,362400,0.853,0.7306588852651971,0.8586542981226222,0.7220245803132879,trees,100,100,69324,11748,node_visits,813.361,699.236,0.8596871499862915,15.400600001157727,12.280499999178573,11.850912900001276,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,69,69,0,46,23,0,0,0,0,10,46,,0,0,0,26,428960,1353675,2530,31639,2530,4.5837047000241,,362400,0.869,0.7524582526176405,0.8704818188027046,0.7440316758296042,trees,100,100,69324,13294,node_visits,813.361,684.6,0.8416926801260449,12.871200000518002,12.142699997639284,7.883038100000704,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,46,46,0,0,46,0,0,0,0,4,0,,0,0,0,14,585888,1741600,0,28104,2610,0.2055109999855631,,315288,0.646,0.628086608960055,0.6319889438393643,0.6144842960092118,params,9,9,,,params_read,9.0,9.0,1.0,0.16799999866634607,0.16630000027362257,0.44797079999989364,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,61,61,16,10,35,12,0,0,0,8,33,10,0,0,0,23,60448,1071076,0,34356,1995,0.1627581999709946,,315288,0.656,0.6380422255462103,0.6336803114366178,0.6216494002454258,params,9,9,,,params_read,9.0,9.0,1.0,0.1697000043350272,0.16870000399649143,0.43683429999509826,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,53,53,0,36,17,0,0,0,0,9,36,,0,0,0,20,133561,597551,0,26943,941,0.11105870000028517,,315288,0.736,0.6145018513523455,0.7279509543571798,0.6137711874815339,params,9,9,,,params_read,9.0,9.0,1.0,0.1784999985829927,0.17759999900590628,0.3705111000017496,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,2,3,0,1,86400,986400,1000,9864,1000,4.349496099996031,,422700,0.163,0.5764443696913633,0.6283780848105666,0.5782521944561178,trees,100,100,123430,18236,node_visits,1314.574,950.687,0.7231901741552776,19.61670000309823,15.117400005692616,7.546199200005503,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,9,9,5,1,3,1,0,0,0,1,3,1,2,5,0,3,0,224800,315,4528,315,1.1447034999946482,,422700,0.69,0.5066226557900934,0.31638099582898854,0.5092889938663353,trees,100,100,123430,33696,node_visits,1314.574,980.429,0.7458149940589118,23.464600002625957,15.846999995119404,4.444264699995983,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,rf,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,9,9,0,6,3,0,0,0,0,1,6,,2,6,0,3,12000,236800,330,6928,330,1.10492409998551,,422700,0.368,0.39838953830628204,0.478739789711505,0.39703505709339276,trees,100,100,123430,32026,node_visits,1314.574,1005.951,0.7652296485401354,22.626099998888094,16.9778999988921,4.237345800000185,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,2,3,0,5,1407000,2807392,0,9576,2857,0.6701141000012285,,731271,0.104,0.1895551257253385,0.3003899461244352,0.1866884958580393,params,204,204,,,params_read,204.0,204.0,1.0,0.2282999994349666,0.22629999875789508,1.2203609999996843,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,10,10,7,2,1,0,0,0,0,0,3,2,0,0,0,4,0,97400,0,3400,98,0.060466700000688434,,731271,0.334,0.19857455218232276,0.20352798053527982,0.1998734794548496,params,204,204,,,params_read,204.0,204.0,1.0,0.24109999503707513,0.2268999960506335,0.6130218999969657,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,10,10,0,7,3,0,0,0,0,0,7,,0,0,0,3,89209,330209,0,8209,332,0.18906249998690328,,731271,0.067,0.21871583550584475,0.2891369047619048,0.21665839334952586,params,204,204,,,params_read,204.0,204.0,1.0,0.4578000007313676,0.23259999579750001,0.6873507000054815,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": false}"
