dataset,model,policy_key,seed,event_index,alarm_row,adapt_row,deferred_rows,buffer_rows,action,degraded_to_rebuild,reference_accuracy_used,reference_carried,floor,acc_before,acc_nudged,acc_after,work_units,n_passes,n_estimators_fitted,rows_processed,cumulative_work_units,model_size_after,model_size_unit,placeholders_injected,n_placeholder_rows,nudges_since_rebuild,accuracy_deficit,nudge_prediction_change
covtype,rf,always_rebuild,3,0,11087,11087,0,1000,REBUILD,False,0.5753562534246632,False,nan,0.6908703798330779,,1.0,100000,100,100,1000,100000,100,trees,True,1,0,-0.11551412640841463,
covtype,rf,always_rebuild,3,1,11375,11375,0,288,REBUILD,False,0.7631868131868131,False,nan,0.5,,1.0,28800,100,100,288,128800,100,trees,True,2,0,0.26318681318681314,
covtype,rf,always_rebuild,3,2,11951,11951,0,576,REBUILD,False,0.4315869758756216,False,nan,0.5302403689500463,,1.0,57600,100,100,576,186400,100,trees,True,1,0,-0.09865339307442472,
covtype,rf,always_rebuild,3,3,12431,12431,0,480,REBUILD,False,0.3324489795918368,False,nan,0.11904761904761904,,1.0,48000,100,100,480,234400,100,trees,False,0,0,0.21340136054421774,
covtype,rf,always_rebuild,3,4,13199,13199,0,768,REBUILD,False,0.6312245182870021,False,nan,0.49002485609628466,,1.0,76800,100,100,768,311200,100,trees,False,0,0,0.14119966219071745,
covtype,rf,always_rebuild,3,5,13839,13839,0,640,REBUILD,False,0.624545492137805,False,nan,0.2639520202020202,,1.0,64000,100,100,640,375200,100,trees,False,0,0,0.3605934719357848,
covtype,rf,always_rebuild,3,6,14543,14543,0,704,REBUILD,False,0.45119047619047614,False,nan,0.5943401768144035,,1.0,70400,100,100,704,445600,100,trees,True,1,0,-0.1431497006239274,
covtype,rf,always_rebuild,3,7,15215,15215,0,672,REBUILD,False,0.4653654485049834,False,nan,0.5384615384615384,,1.0,67200,100,100,672,512800,100,trees,True,1,0,-0.07309608995655503,
covtype,rf,always_rebuild,3,8,15887,15887,0,672,REBUILD,False,0.8787878787878788,False,nan,0.34347826086956523,,1.0,67200,100,100,672,580000,100,trees,True,4,0,0.5353096179183136,
covtype,rf,always_rebuild,3,9,16527,16527,0,640,REBUILD,False,0.6841269841269842,False,nan,0.3553113553113553,,1.0,64000,100,100,640,644000,100,trees,True,4,0,0.3288156288156289,
covtype,rf,always_rebuild,3,10,16655,16655,0,128,REBUILD,False,0.6841269841269842,True,nan,0.5,,1.0,12800,100,100,128,656800,100,trees,True,4,0,0.18412698412698425,
covtype,rf,always_rebuild,3,11,17231,17231,0,576,REBUILD,False,0.6785714285714285,False,nan,0.4279835390946502,,1.0,57600,100,100,576,714400,100,trees,True,4,0,0.2505878894767783,
covtype,rf,always_rebuild,3,12,18095,18095,0,864,REBUILD,False,0.7850529100529101,False,nan,0.5,,1.0,86400,100,100,864,800800,100,trees,True,4,0,0.2850529100529101,
covtype,rf,always_rebuild,3,13,18991,18991,0,896,REBUILD,False,0.9282051282051281,False,nan,0.8986495014514704,,1.0,89600,100,100,896,890400,100,trees,True,4,0,0.02955562675365775,
covtype,rf,always_rebuild,3,14,19567,19567,0,576,REBUILD,False,0.99812734082397,False,nan,0.6666666666666666,,1.0,57600,100,100,576,948000,100,trees,True,4,0,0.3314606741573034,
covtype,rf,always_rebuild,3,15,20015,20015,0,448,REBUILD,False,0.9585400425230333,False,nan,0.4785714285714286,,1.0,44800,100,100,448,992800,100,trees,True,5,0,0.4799686139516047,
covtype,rf,always_rebuild,3,16,22671,22671,0,1000,REBUILD,False,0.9732459248759745,False,nan,0.5246212121212122,,1.0,100000,100,100,1000,1092800,100,trees,True,5,0,0.44862471275476234,
covtype,rf,always_rebuild,3,17,23471,23471,0,800,REBUILD,False,0.9584859584859584,False,nan,0.6640265712825754,,1.0,80000,100,100,800,1172800,100,trees,True,5,0,0.29445938720338305,
covtype,rf,always_rebuild,3,18,24303,24303,0,832,REBUILD,False,0.9545454545454546,False,nan,0.8651305683563748,,1.0,83200,100,100,832,1256000,100,trees,True,5,0,0.08941488618907978,
