dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,n_adaptations_on_falling_error,work_units_on_falling_error,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
elec2,xgb,AlwaysRebuild,always_rebuild,0,40781,3624,accuracy,179,165,0,0,165,0,83,14,0,111,0,,0,0,0,0,0,3564600,16500,35646,16500,18.294667900000036,0.0001122793158333335,362400,0.79,0.759078982859665,0.7839107150748661,0.7527977075313736,rounds,100,100,4628,556,node_visits,569.399,256.923,0.45121786304507033,3.79649999990761,3.045199999974102,24.88803299999995,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,MechanismSelector,mechanism_selector,0,40781,3624,accuracy,182,167,2,8,157,132,83,15,0,120,33,8,0,0,0,0,0,2835970,15865,41160,15865,19.173501800000736,0.00013414652083299996,362400,0.574,0.760084353007528,0.594674401693778,0.7562447401908521,rounds,100,100,4628,628,node_visits,569.399,259.585,0.4558929678485561,4.362499999956526,3.1310000000530636,23.027885500000025,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,FixedSchedule(k=3),fixed_schedule,0,40781,3624,accuracy,166,151,0,101,50,0,75,15,0,104,101,,0,0,0,0,0,1304220,5505,29975,5505,8.207574599999361,6.755710361111131e-05,362400,0.851,0.7431156666094505,0.8500166726259586,0.7389144200987029,rounds,100,105,4628,405,node_visits,569.399,223.712,0.39289145221540606,3.9260000000922446,2.3653000000649627,12.204323299999942,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,AlwaysNudge,always_nudge,0,40781,3624,accuracy,126,123,0,123,0,0,41,3,0,69,123,,0,0,0,0,0,133245,615,26649,615,5.9191846000002215,7.251886194511114e-05,362400,0.724,0.7627081238812192,0.7104627758516096,0.7489576857596327,rounds,100,715,4628,8867,node_visits,569.399,2053.173,3.605859862767584,4.939000000035776,15.481499999964399,12.41835309999999,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,NeverAdapt,never_adapt,0,40781,3624,accuracy,128,117,117,0,0,0,37,11,0,63,0,,0,0,0,0,0,0,0,0,0,0.0,6.56144083366698e-06,362400,0.712,0.7068978200632647,0.6954935699908803,0.6694052678219897,rounds,100,100,4628,4628,node_visits,569.399,569.399,1.0,3.8595000000896107,3.625499999998283,3.2767047000000957,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysRebuild,always_rebuild,0,40781,3624,accuracy,172,161,0,0,161,0,84,11,0,115,0,,0,0,0,0,0,3211200,16100,32112,16100,26.65766460000077,0.00018047399583333374,362400,0.868,0.7808293077658713,0.8676876473920396,0.7727722199639535,trees,100,100,66150,3844,node_visits,795.968,513.084,0.6446038031679665,21.524900000031266,11.284300000170333,34.84880459999988,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,MechanismSelector,mechanism_selector,0,40781,3624,accuracy,163,152,3,0,149,119,79,11,0,107,30,0,0,0,0,0,0,2963265,15050,40779,15050,24.792129599999953,0.0001635464283329997,362400,0.858,0.7799220225104828,0.8502195563876245,0.7716610964888622,trees,100,100,66150,2660,node_visits,795.968,486.444,0.6111351210098899,13.942300000053365,10.579699999880177,32.97863839999991,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,0,40781,3624,accuracy,134,126,0,84,42,0,61,8,0,85,84,,0,0,0,0,0,1147265,4620,25051,4620,7.213039200001731,5.898940583333326e-05,362400,0.735,0.7369608396066796,0.7225052327940509,0.730627838577446,trees,100,100,66150,1882,node_visits,795.968,417.144,0.5240713194500282,12.428300000010495,9.922799999912968,14.034079900000052,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysNudge,always_nudge,0,40781,3624,accuracy,117,113,0,113,0,0,28,4,0,55,113,,0,0,0,0,0,144160,565,28832,565,1.049776500000462,2.937489138888881e-05,362400,0.792,0.7606483411392561,0.7831353375302819,0.7500882223213305,trees,100,100,66150,3750,node_visits,795.968,455.854,0.5727039277960924,12.640800000099262,11.883299999908559,7.682849000000033,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,NeverAdapt,never_adapt,0,40781,3624,accuracy,169,155,155,0,0,0,64,14,0,95,0,,0,0,0,0,0,0,0,0,0,0.0,2.2661867222556396e-05,362400,0.715,0.7114832887864446,0.6963191662883521,0.6704092680526967,trees,100,100,66150,66150,node_visits,795.968,795.968,1.0,12.278100000003178,14.248800000132178,6.2956627999999455,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,AlwaysRebuild,always_rebuild,0,40781,3624,accuracy,143,127,0,0,127,0,76,16,0,97,0,,0,0,0,0,0,1320779,0,27068,4451,0.2708990000014637,3.256573889221799e-06,235560,0.606,0.6048895318898506,0.6117005676727827,0.6029844703658975,params,9,9,,,params_read,9.0,9.0,1.0,0.1838999999108637,0.16179999988708005,2.196248799999921,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,MechanismSelector,mechanism_selector,0,40781,3624,accuracy,127,112,4,7,101,87,71,15,0,85,21,7,0,0,0,0,0,758258,0,29115,3208,0.22324449999973695,3.7727477781113685e-06,235560,0.657,0.5987592261101984,0.6409821181064719,0.5815364437406638,params,9,9,,,params_read,9.0,9.0,1.0,0.6094000000302913,0.1663000000462489,2.1608232000000953,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,0,40781,3624,accuracy,121,113,0,76,37,0,49,8,0,74,76,,0,0,0,0,0,537536,0,23362,1600,0.19363159999966228,3.782038888222398e-06,235560,0.671,0.6312008042961182,0.659683581681806,0.6214959968215892,params,9,9,,,params_read,9.0,9.0,1.0,0.27320000003783207,0.1682999998138257,2.140448100000185,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,AlwaysNudge,always_nudge,0,40781,3624,accuracy,5,5,0,5,0,0,2,0,0,1,5,,0,0,0,0,0,852,0,852,5,0.005717199999935474,1.0398802774451706e-06,235560,0.66,0.6862754714205145,0.6362394590837689,0.6394475135773698,params,9,9,,,params_read,9.0,9.0,1.0,0.207299999829047,0.1958999998805666,1.661611700000094,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,NeverAdapt,never_adapt,0,40781,3624,accuracy,118,107,107,0,0,0,54,11,0,73,0,,0,0,0,0,0,0,0,0,0,0.0,1.5377830555561292e-06,235560,0.625,0.6541036266888992,0.5985010706638115,0.5975892093108534,params,9,9,,,params_read,9.0,9.0,1.0,0.19090000000687724,0.1641999999719701,1.786801700000069,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,AlwaysRebuild,always_rebuild,0,40781,3624,accuracy,212,193,0,0,193,0,99,19,0,137,0,,0,0,0,0,0,39035,0,39035,193,0.16985390000058942,3.4827088885556788e-06,3624,0.696,0.7101101002918025,0.6995753502255826,0.7022823494045098,params,34,34,,,params_read,34.0,34.0,1.0,0.5269000000680535,0.25550000009388896,2.2321481000001313,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,MechanismSelector,mechanism_selector,0,40781,3624,accuracy,197,180,1,18,161,134,85,17,0,124,45,18,0,0,0,0,0,42269,0,42269,206,0.1950979999996889,3.997935277444653e-06,3624,0.733,0.706946862509502,0.7365383611009557,0.7011246350128466,params,34,34,,,params_read,34.0,34.0,1.0,0.2556999997977982,0.2602999998089217,2.25083729999983,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,FixedSchedule(k=3),fixed_schedule,0,40781,3624,accuracy,165,151,0,101,50,0,71,14,0,97,101,,0,0,0,0,0,31570,0,31570,151,0.1352366000010079,3.2375224996673335e-06,3624,0.741,0.6972119369314141,0.7382096411970545,0.6920830458093821,params,34,34,,,params_read,34.0,34.0,1.0,0.26159999993069505,0.6396999999651598,2.09843520000004,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,AlwaysNudge,always_nudge,0,40781,3624,accuracy,128,119,0,119,0,0,45,9,0,73,119,,0,0,0,0,0,23115,0,23115,119,0.09281310000187659,2.3689305555551914e-06,3624,0.774,0.7124886589343077,0.7596209086782022,0.6819382256080204,params,34,34,,,params_read,34.0,34.0,1.0,0.25329999994028185,0.2758999999059597,1.9628884999999627,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,NeverAdapt,never_adapt,0,40781,3624,accuracy,32,30,30,0,0,0,9,2,0,13,0,,0,0,0,0,0,0,0,0,0,0.0,7.957163888892751e-07,3624,0.467,0.4804933670091464,0.5,0.5380421220500731,params,34,34,,,params_read,34.0,34.0,1.0,0.26619999994181853,0.25849999997262785,1.6215326999999888,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,AlwaysRebuild,always_rebuild,0,47564,4227,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,2,5,0,0,0,359500,500,3595,500,3.2698839000001954,3.733637138922226e-05,422700,0.741,0.37778572029265833,0.22536496350364962,0.37226473733517623,rounds,100,100,29416,1940,node_visits,3673.036,928.695,0.2528412463150375,19.27490000002763,8.075199999893812,8.491305499999953,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,MechanismSelector,mechanism_selector,0,47564,4227,balanced_accuracy,3,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,114000,205,1900,205,1.252703800000063,2.6759124444445037e-05,422700,0.806,0.3184551341350601,0.2484011122697254,0.3123626956531244,rounds,100,100,29416,9252,node_visits,3673.036,2033.711,0.5536866504983888,17.6830999998856,12.937100000044666,6.6758691,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,FixedSchedule(k=3),fixed_schedule,0,47564,4227,balanced_accuracy,8,8,0,6,2,0,0,0,0,0,6,,3,6,0,0,0,220400,230,6080,230,3.1796463999999105,3.640221583333313e-05,422700,0.178,0.49508031284164494,0.6369449513381995,0.4954837597529922,rounds,100,110,29416,16124,node_visits,3673.036,2948.119,0.8026381990266364,17.989899999975023,15.695199999981924,8.782343500000025,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,AlwaysNudge,always_nudge,0,47564,4227,balanced_accuracy,11,11,0,11,0,0,1,0,0,2,11,,3,6,0,0,0,33475,55,6695,55,1.841655400000036,3.8610107777444004e-05,422700,0.449,0.5578799091750063,0.6061620177267988,0.5592900569553806,rounds,100,155,29416,39656,node_visits,3673.036,5221.266,1.4215123402003138,16.573200000038923,17.12279999992461,8.524027499999875,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,NeverAdapt,never_adapt,0,47564,4227,balanced_accuracy,5,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0551478610778133e-05,422700,0.276,0.5618324783449667,0.6358500608272507,0.5689607474919983,rounds,100,100,29416,29416,node_visits,3673.036,3673.036,1.0,17.997700000023542,17.54239999991114,5.68589390000011,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,AlwaysRebuild,always_rebuild,0,47564,4227,balanced_accuracy,8,8,0,0,8,0,0,0,0,0,0,,4,7,0,0,0,738000,800,7380,800,3.077705100000003,2.8255643611110756e-05,422700,0.175,0.5400933479101842,0.7070396680570038,0.5389511252483318,trees,100,100,122898,17754,node_visits,1307.418,939.267,0.718413697838029,23.545700000113357,16.363400000045658,7.5553601999999955,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,MechanismSelector,mechanism_selector,0,47564,4227,balanced_accuracy,7,7,2,0,5,0,0,0,0,0,5,0,1,6,0,0,0,520000,525,9000,525,2.199339399999417,2.4081570554888524e-05,422700,0.338,0.4495206458666218,0.624408020507473,0.4453058103077658,trees,100,100,122898,35256,node_visits,1307.418,1047.39,0.8011133394216694,21.02829999989808,20.551399999931164,6.71309610000003,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,FixedSchedule(k=3),fixed_schedule,0,47564,4227,balanced_accuracy,3,3,0,2,1,0,0,0,0,0,2,,1,2,0,0,0,108000,110,2600,110,0.49600710000004256,1.7479746666000167e-05,422700,0.48,0.562547304684215,0.7181058828640945,0.5698616863802108,trees,100,100,122898,25642,node_visits,1307.418,1034.872,0.7915387427739256,22.0465999998396,18.316899999945235,5.14512939999986,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,AlwaysNudge,always_nudge,0,47564,4227,balanced_accuracy,3,3,0,3,0,0,0,0,0,0,3,,1,2,0,0,0,12000,15,2400,15,0.06381099999998696,1.5029550833333739e-05,422700,0.25,0.557711714742242,0.6481545446645811,0.5653761570877543,trees,100,100,122898,107790,node_visits,1307.418,1232.258,0.9425126470646726,22.222499999998035,20.710199999939505,4.693599999999833,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,NeverAdapt,never_adapt,0,47564,4227,balanced_accuracy,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.656218361077762e-05,422700,0.223,0.5569127911866117,0.6585179874869657,0.5648869061435934,trees,100,100,122898,122898,node_visits,1307.418,1307.418,1.0,23.58430000003864,25.409000000081505,4.703395799999953,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,0,47564,4227,balanced_accuracy,9,9,0,0,9,0,2,0,0,2,0,,5,12,0,0,0,3707448,0,6433,5390,0.7952360000003864,6.69878222188887e-06,942621,0.457,0.20967538474476494,0.36292035974973935,0.20200065792641564,params,204,204,,,params_read,204.0,204.0,1.0,0.5045000000336586,0.5744000000049709,2.861917200000107,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,0,47564,4227,balanced_accuracy,3,3,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,206400,0,4400,207,0.16355270000008204,5.8698513885557194e-06,942621,0.642,0.20610125304852409,0.2704227493917275,0.20346125754815203,params,204,204,,,params_read,204.0,204.0,1.0,0.3285000000232685,1.2758999998823128,2.4187025999999605,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,0,47564,4227,balanced_accuracy,4,4,0,3,1,0,0,0,0,0,3,,0,0,0,0,0,80400,0,3400,81,0.048462300000210234,3.362742221555817e-06,942621,0.107,0.21072659994954168,0.24331226103580117,0.21255504180532314,params,204,204,,,params_read,204.0,204.0,1.0,0.23989999999685097,0.34010000013040553,2.1368154000001596,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,AlwaysNudge,always_nudge,0,47564,4227,balanced_accuracy,4,4,0,4,0,0,0,0,0,0,4,,0,0,0,0,0,3200,0,3200,4,0.016441199999917444,2.8947800003330374e-06,942621,0.028,0.20027752081406106,0.04818278588807786,0.20189909192938582,params,204,204,,,params_read,204.0,204.0,1.0,0.2540999998927873,0.24910000001909793,2.0719410000001517,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""detector"": ""ddm"", ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
