dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
insects_incremental,gnb,FixedSchedule(k=3),fixed_schedule,3,51317,4560,balanced_accuracy,5,5,0,4,1,0,0,0,0,0,4,,0,0,0,4200,0,4200,5,0.014764299998205388,2.9878711114523975e-06,4560,0.513,0.527563965157745,0.511386289302512,0.5275651911379691,params,402,402,,,params_read,402.0,402.0,1.0,1.0523999990255106,1.3564000000769738,1.902893500002392,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,gnb,AlwaysNudge,always_nudge,3,51317,4560,balanced_accuracy,4,4,0,4,0,0,0,0,0,0,4,,0,0,0,3200,0,3200,4,0.006818799996835878,7.784372228865882e-07,4560,0.265,0.33104039597014634,0.26400113990488927,0.3310340357140152,params,402,402,,,params_read,402.0,402.0,1.0,0.8820000002742745,1.2671000004047528,1.7994142999996257,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,gnb,NeverAdapt,never_adapt,3,51317,4560,balanced_accuracy,5,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,9.939147225471758e-07,4560,0.143,0.20591616813141844,0.14298921897357636,0.2059100817198126,params,402,402,,,params_read,402.0,402.0,1.0,1.1040999997931067,1.2161999984527938,1.6669725000028848,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,xgb,AlwaysRebuild,always_rebuild,3,90000,8000,balanced_accuracy,92,92,0,0,92,0,1,0,0,1,0,,88,416,0,6721600,9200,67216,9200,23.27938400001949,0.0001446395394444402,800000,0.915,0.9015111111111112,0.5977840019770987,0.6467111621569704,rounds,100,100,34130,3760,node_visits,3970.127,1288.145,0.3244593938682566,14.79739999922458,11.396500001865206,29.837035799999285,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,xgb,MechanismSelector,mechanism_selector,3,90000,8000,balanced_accuracy,89,89,5,24,60,3,1,0,0,3,81,24,84,658,0,4595395,6405,94023,6405,21.010528800004977,0.00015584839000033272,800000,0.88,0.8892111111111111,0.5789191860944065,0.5214320845210272,rounds,100,110,34130,1682,node_visits,3970.127,1086.155,0.2735819282355451,18.549300002632663,9.750900000653928,29.931516399999964,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,xgb,FixedSchedule(k=3),fixed_schedule,3,90000,8000,balanced_accuracy,8,8,0,6,2,0,0,0,0,0,6,,5,15,0,139410,230,4018,230,1.2063235999958124,2.3593234444780276e-05,800000,0.0,0.03451111111111111,0.0,0.43837109055241674,rounds,100,110,34130,3754,node_visits,3970.127,1521.7,0.38328748677309316,17.240000001038425,10.937500002910383,6.288318800001434,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,xgb,AlwaysNudge,always_nudge,3,90000,8000,balanced_accuracy,138,138,0,138,0,0,4,0,0,14,138,,136,654,0,268195,690,53639,690,35.60249190001923,0.00041352604194444303,800000,0.867,0.8424888888888888,0.5735236813785294,0.7734124275051334,rounds,100,790,34130,58316,node_visits,3970.127,12631.322,3.181591420123336,19.0193000016734,73.14469999982975,68.96340860000055,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,xgb,NeverAdapt,never_adapt,3,90000,8000,balanced_accuracy,114,114,114,0,0,0,0,0,0,10,0,,0,0,0,0,0,0,0,0.0,3.836804638887854e-05,800000,0.795,0.8261666666666667,0.7639165120423873,0.8035559438997134,rounds,100,100,34130,34130,node_visits,3970.127,3970.127,1.0,15.895099997578654,14.020699996763142,9.024234600001364,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,AlwaysRebuild,always_rebuild,3,90000,8000,balanced_accuracy,94,94,0,0,94,0,3,0,0,8,0,,91,418,0,6604000,9400,66040,9400,21.123902599993016,0.00013588482944378125,800000,0.913,0.8987555555555555,0.5857246157929904,0.67064302180698,trees,100,100,285884,7486,node_visits,1581.191,627.866,0.3970842232216095,19.005600002856227,13.225800001237076,29.0570704999991,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,MechanismSelector,mechanism_selector,3,90000,8000,balanced_accuracy,161,161,65,3,93,45,11,0,0,38,51,3,95,678,0,4304210,9555,71354,9555,19.494813000012073,0.00014748010638855795,800000,0.931,0.8449777777777778,0.6100951021043285,0.8107114810039736,trees,100,100,285884,4656,node_visits,1581.191,567.231,0.3587365473241373,19.22299999932875,12.848500002291985,30.109708400003,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,FixedSchedule(k=3),fixed_schedule,3,90000,8000,balanced_accuracy,138,138,0,92,46,0,3,0,0,21,92,,136,647,0,1846435,5060,57079,5060,10.062123500025336,9.182495000033864e-05,800000,0.917,0.8791222222222222,0.6337624238810498,0.8226326898929391,trees,100,100,285884,4548,node_visits,1581.191,563.709,0.3565091124348671,20.38709999760613,12.84730000043055,20.167825299999095,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,AlwaysNudge,always_nudge,3,90000,8000,balanced_accuracy,289,289,0,289,0,0,32,0,0,104,289,,287,1409,0,314925,1445,62985,1445,3.218544399976963,0.00010193664833333852,800000,0.809,0.8145444444444444,0.35701275045537345,0.7594554746883669,trees,100,100,285884,2438,node_visits,1581.191,445.1,0.28149666928283806,21.33020000110264,12.862900002801325,21.102798200001416,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,NeverAdapt,never_adapt,3,90000,8000,balanced_accuracy,157,157,157,0,0,0,4,0,0,24,0,,0,0,0,0,0,0,0,0.0,4.693919472289302e-05,800000,0.856,0.825,0.782423044182662,0.809199368339623,trees,100,100,285884,285884,node_visits,1581.191,1581.191,1.0,22.23500000036438,17.883399999846006,10.584807100000035,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,AlwaysRebuild,always_rebuild,3,90000,8000,balanced_accuracy,317,317,0,0,317,0,56,0,0,200,0,,316,1543,0,74855000,0,75712,316143,38.3604545999915,0.00019558432861143475,2000000,0.757,0.7143222222222222,0.4236093948796807,0.29611255559950383,params,385,385,,,params_read,385.0,385.0,1.0,0.37909999809926376,0.28509999901871197,42.992726599997695,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,MechanismSelector,mechanism_selector,3,90000,8000,balanced_accuracy,152,152,65,6,81,69,21,0,0,55,18,6,81,398,0,18606434,0,29030,81018,10.082559300008143,5.899990527777312e-05,2000000,0.031,0.42825555555555556,0.05646630236794171,0.38646967609395755,params,385,385,,,params_read,385.0,385.0,1.0,0.3023999997822102,0.2915999975812156,13.907794200000353,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,FixedSchedule(k=3),fixed_schedule,3,90000,8000,balanced_accuracy,244,244,0,163,81,0,41,0,0,127,163,,80,389,0,22827945,0,61605,80293,12.444809700020414,7.028343999999792e-05,2000000,0.798,0.7159444444444445,0.5067070324299091,0.34195883201340316,params,385,385,,,params_read,385.0,385.0,1.0,0.3414000020711683,0.40300000182469375,16.507680399998208,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,AlwaysNudge,always_nudge,3,90000,8000,balanced_accuracy,241,241,0,241,0,0,40,0,0,130,241,,0,0,0,47799,0,47799,241,1.0606905999957235,1.7398273333659578e-05,2000000,0.835,0.6419444444444444,0.5025629056026947,0.3743096486407586,params,385,385,,,params_read,385.0,385.0,1.0,0.5565999999816995,0.2916000012191944,5.19199160000062,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,NeverAdapt,never_adapt,3,90000,8000,balanced_accuracy,404,404,404,0,0,0,93,0,0,212,0,,0,0,0,0,0,0,0,0.0,1.3688374721560401e-05,2000000,0.183,0.24005555555555555,0.3333333333333333,0.35778441702891073,params,385,385,,,params_read,385.0,385.0,1.0,0.2969999986817129,0.8060999971348792,4.284846700000344,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,AlwaysRebuild,always_rebuild,3,90000,8000,balanced_accuracy,238,238,0,0,238,0,23,0,0,124,0,,235,1144,0,69548,0,69548,238,0.46019759999762755,1.2581479166326826e-05,8000,0.857,0.7775555555555556,0.8769216888501838,0.5429672256970727,params,763,763,,,params_read,763.0,763.0,1.0,1.918999998451909,2.5015999999595806,3.989200100000744,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,MechanismSelector,mechanism_selector,3,90000,8000,balanced_accuracy,241,241,65,13,163,122,26,0,0,106,54,13,163,797,0,66495,0,66495,217,0.3732698999956483,1.1046283888882834e-05,8000,0.871,0.7829777777777778,0.5905804065866674,0.5172651993956088,params,763,763,,,params_read,763.0,763.0,1.0,1.5407999999297317,1.5426999998453539,3.822001000000455,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,FixedSchedule(k=3),fixed_schedule,3,90000,8000,balanced_accuracy,236,236,0,158,78,0,17,0,0,118,158,,77,373,0,57927,0,57927,236,0.31191219999891473,1.0188675277111133e-05,8000,0.849,0.7781222222222223,0.8286357627324757,0.5805021465081446,params,763,763,,,params_read,763.0,763.0,1.0,1.7709999992803205,1.6093000012915581,3.710190000001603,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,AlwaysNudge,always_nudge,3,90000,8000,balanced_accuracy,274,274,0,274,0,0,27,0,0,104,274,,0,0,0,61645,0,61645,274,0.2824209000245901,1.169588888922438e-05,8000,0.73,0.7266555555555556,0.32533340655920767,0.6374305774630642,params,763,763,,,params_read,763.0,763.0,1.0,1.6787999993539415,1.535600000352133,4.003812899998593,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,NeverAdapt,never_adapt,3,90000,8000,balanced_accuracy,321,321,321,0,0,0,54,0,0,160,0,,0,0,0,0,0,0,0,0.0,9.306113611445574e-06,8000,0.441,0.45614444444444446,0.5074229461122944,0.6509634266193369,params,763,763,,,params_read,763.0,763.0,1.0,2.72430000040913,1.4428000031330157,3.4786562000008416,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,AlwaysRebuild,always_rebuild,4,40781,3624,accuracy,74,74,0,0,74,0,0,0,0,11,0,,0,0,0,3742400,7400,37424,7400,9.062844300002325,4.930951805555847e-05,362400,0.827,0.7420367327922317,0.8366504493574008,0.7332180228413645,rounds,100,100,4628,2056,node_visits,569.399,445.83,0.782983461509416,3.8987999978417065,2.8111000028729904,11.600468000000546,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,MechanismSelector,mechanism_selector,4,40781,3624,accuracy,71,71,23,5,43,16,1,0,0,10,32,5,0,0,0,2051495,4460,35011,4460,5.929732600012358,3.621235166733478e-05,362400,0.551,0.7126112650499007,0.5787992495309568,0.7065154278400612,rounds,100,100,4628,952,node_visits,569.399,341.522,0.5997938176919875,3.936900000553578,2.7853999999933876,8.703105100001267,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,FixedSchedule(k=3),fixed_schedule,4,40781,3624,accuracy,52,52,0,35,17,0,1,0,0,4,35,,0,0,0,1032595,1875,27843,1875,3.0510053999969386,2.2484545555550236e-05,362400,0.876,0.7359799906819352,0.8745294502854434,0.729698439819628,rounds,100,105,4628,1305,node_visits,569.399,379.623,0.6667082309593098,3.489599999738857,2.9083000008540694,5.7136676000009174,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,AlwaysNudge,always_nudge,4,40781,3624,accuracy,53,53,0,53,0,0,1,0,0,8,53,,0,0,0,124245,265,24849,265,1.931559099983133,2.2206844443770328e-05,362400,0.79,0.7219783722812094,0.7898767029179103,0.717456888356599,rounds,100,365,4628,10307,node_visits,569.399,1636.587,2.8742358170632545,4.967500000930158,9.441199999855598,5.387099599996873,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,NeverAdapt,never_adapt,4,40781,3624,accuracy,79,79,79,0,0,0,1,0,0,18,0,,0,0,0,0,0,0,0,0.0,4.982583888219841e-06,362400,0.712,0.7068978200632647,0.6954935699908803,0.6694052678219897,rounds,100,100,4628,4628,node_visits,569.399,569.399,1.0,3.676700001960853,3.6311999974714126,2.4679508000008354,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysRebuild,always_rebuild,4,40781,3624,accuracy,60,60,0,0,60,0,1,0,0,7,0,,0,0,0,3399600,6000,33996,6000,11.02180770000632,6.687546249966979e-05,362400,0.877,0.7316152129668227,0.8730811414521656,0.7187143235712259,trees,100,100,67134,10782,node_visits,790.804,656.102,0.8296644933510705,12.24000000001979,13.137199999619043,15.408785499999794,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,MechanismSelector,mechanism_selector,4,40781,3624,accuracy,63,63,19,0,44,10,0,0,0,6,34,0,0,0,0,2105795,4570,35079,4570,7.745250799998757,5.135710555556402e-05,362400,0.861,0.7367156273754935,0.8628445508635616,0.7301024558008995,trees,100,100,67134,5282,node_visits,790.804,595.813,0.7534268921249766,15.862700001889607,11.262299998634262,12.472945299999992,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,4,40781,3624,accuracy,64,64,0,43,21,0,0,0,0,11,43,,0,0,0,1299995,2315,29871,2315,4.207755599993106,3.489973777845003e-05,362400,0.869,0.7411784899830803,0.8698189312645885,0.730268551546449,trees,100,100,67134,15384,node_visits,790.804,739.248,0.9348055902600393,12.609099998371676,14.228299998649163,9.070134499997948,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysNudge,always_nudge,4,40781,3624,accuracy,71,71,0,71,0,0,0,0,0,14,71,,0,0,0,145070,355,29014,355,0.663515299995197,1.9419789166995015e-05,362400,0.792,0.7455432676981928,0.7856543101751228,0.7316657828467804,trees,100,100,67134,5760,node_visits,790.804,504.3,0.6377054238471227,15.81629999782308,10.586999997030944,5.687295199997607,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,NeverAdapt,never_adapt,4,40781,3624,accuracy,81,81,81,0,0,0,2,0,0,19,0,,0,0,0,0,0,0,0,0.0,1.206570805589787e-05,362400,0.72,0.7075598930874673,0.7020702178690376,0.6665542007089621,trees,100,100,67134,67134,node_visits,790.804,790.804,1.0,12.814399997296277,12.136200002714759,4.175696599999355,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,AlwaysRebuild,always_rebuild,4,40781,3624,accuracy,49,49,0,0,49,0,0,0,0,6,0,,0,0,0,1772416,0,27952,2754,0.20599189999484224,1.8635522228805978e-06,217440,0.567,0.6431671611779995,0.561592296041557,0.6376389572183029,params,9,9,,,params_read,9.0,9.0,1.0,0.17020000086631626,0.1784999985829927,1.8808367999990878,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,MechanismSelector,mechanism_selector,4,40781,3624,accuracy,43,43,13,4,26,8,0,0,0,5,22,4,0,0,0,971140,0,28732,1487,0.13692189999710536,1.7878063892232153e-06,217440,0.686,0.6747504965547682,0.6704404385503252,0.6631013647574291,params,9,9,,,params_read,9.0,9.0,1.0,0.21360000027925707,0.16630000027362257,1.8607350999991468,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,4,40781,3624,accuracy,61,61,0,41,20,0,1,0,0,9,41,,0,0,0,796824,0,29312,1127,0.1316647999738052,1.6040277771127126e-06,217440,0.496,0.6343885633015375,0.5154051046357935,0.6205624049549723,params,9,9,,,params_read,9.0,9.0,1.0,0.18839999756892212,0.167199999850709,1.8478313000014168,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
