model,dataset,seed,prediction_change_pct,accuracy_gain_pp
xgb,covtype,0,10.256410256410255,-4.597701149425287
xgb,covtype,0,15.555555555555555,2.7027027027027084
xgb,covtype,0,6.666666666666667,2.500000000000002
xgb,covtype,0,13.333333333333334,1.8796992481203034
xgb,covtype,0,8.88888888888889,0.7142857142857117
xgb,covtype,0,22.22222222222222,-3.342245989304815
xgb,covtype,0,7.6923076923076925,9.090909090909088
xgb,covtype,0,55.00000000000001,-19.696969696969703
xgb,covtype,0,0.0,0.0
xgb,covtype,0,37.5,39.01960784313725
xgb,covtype,0,17.5,19.975186104218366
xgb,covtype,0,13.513513513513514,19.425837320574157
xgb,covtype,0,12.056737588652481,12.53968253968254
xgb,covtype,0,16.883116883116884,13.173424709689707
xgb,covtype,0,18.125,22.632692646799512
xgb,covtype,0,12.0,11.769390030259597
xgb,covtype,0,6.896551724137931,-12.324929971988796
xgb,covtype,0,3.125,2.571428571428569
xgb,covtype,0,5.633802816901409,2.886178861788624
xgb,covtype,0,0.0,0.0
xgb,covtype,0,0.0,0.0
xgb,covtype,0,6.493506493506493,3.809523809523818
xgb,covtype,0,7.042253521126761,-4.438405797101453
xgb,covtype,0,7.792207792207792,4.444444444444439
xgb,covtype,0,11.267605633802818,10.51282051282052
xgb,covtype,0,18.5,11.227621483375948
xgb,covtype,0,11.688311688311687,2.651515151515149
xgb,covtype,0,3.896103896103896,-3.0000000000000027
xgb,covtype,0,1.4084507042253522,2.777777777777779
xgb,covtype,0,0.0,0.0
xgb,covtype,0,8.88888888888889,7.766477347774414
xgb,covtype,0,11.0,7.550739594083245
xgb,covtype,0,12.574850299401197,8.731343283582083
xgb,covtype,0,10.5,8.225303989548793
xgb,covtype,0,9.0,10.769230769230775
xgb,covtype,0,7.5,7.485748574857487
xgb,covtype,0,8.5,5.519967971174056
xgb,covtype,0,9.090909090909092,-1.2755102040816313
xgb,covtype,0,2.5974025974025974,-4.0000000000000036
xgb,covtype,0,2.5974025974025974,1.7857142857142794
xgb,covtype,0,0.0,0.0
xgb,covtype,0,3.896103896103896,-1.4856557377049162
xgb,covtype,0,1.25,0.8264462809917328
xgb,covtype,0,4.5,4.583333333333339
xgb,covtype,0,14.499999999999998,15.175890175890183
xgb,covtype,0,6.0,7.927947362744037
xgb,covtype,0,8.5,8.0389401846648
xgb,covtype,0,6.25,9.005847953216373
xgb,covtype,0,8.148148148148149,4.629629629629628
xgb,covtype,0,3.125,-4.999999999999993
xgb,covtype,0,5.376344086021505,4.426324985439722
xgb,covtype,0,6.5,4.649758454106278
xgb,covtype,0,11.538461538461538,4.201680672268903
xgb,covtype,0,3.125,3.2051282051281937
