dataset,model,policy,stream_position_pct,cumulative_cost_pct_of_rebuild_total
covtype,xgb,AlwaysNudge,65.70555555555555,2.6591139014520353
covtype,xgb,AlwaysNudge,67.19888888888889,2.7186235420138063
covtype,xgb,AlwaysNudge,67.48333333333333,2.7337985003570577
covtype,xgb,AlwaysNudge,67.59444444444445,2.7397494644132347
covtype,xgb,AlwaysNudge,67.80333333333333,2.750907522018567
covtype,xgb,AlwaysNudge,68.05222222222223,2.7642228040942634
covtype,xgb,AlwaysNudge,69.22555555555556,2.8237324446560343
covtype,xgb,AlwaysNudge,70.5411111111111,2.8832420852178053
covtype,xgb,AlwaysNudge,70.86111111111111,2.9003511068793144
covtype,xgb,AlwaysNudge,71.18111111111111,2.9174601285408235
covtype,xgb,AlwaysNudge,71.75,2.947884432278029
covtype,xgb,AlwaysNudge,72.10555555555555,2.966927517257796
covtype,xgb,AlwaysNudge,72.49666666666667,2.987830278505118
covtype,xgb,AlwaysNudge,72.74555555555555,3.001145560580814
covtype,xgb,AlwaysNudge,75.37666666666667,3.060655201142585
covtype,xgb,AlwaysNudge,75.69666666666667,3.0777642228040945
covtype,xgb,AlwaysNudge,75.9811111111111,3.092939181147346
covtype,xgb,AlwaysNudge,76.30111111111111,3.110048202808855
covtype,xgb,AlwaysNudge,76.6211111111111,3.127157224470364
covtype,xgb,AlwaysNudge,76.94111111111111,3.1442662461318736
covtype,xgb,AlwaysNudge,77.22555555555556,3.159441204475125
covtype,xgb,AlwaysNudge,77.43888888888888,3.1708224232325635
covtype,xgb,AlwaysNudge,77.72333333333333,3.1859973815758154
covtype,xgb,AlwaysNudge,80.78111111111112,3.2455070221375864
covtype,xgb,AlwaysNudge,81.10111111111111,3.2626160437990954
covtype,xgb,AlwaysNudge,81.42111111111112,3.2797250654606045
covtype,xgb,AlwaysNudge,81.77666666666667,3.298768150440371
covtype,xgb,AlwaysNudge,82.09666666666666,3.3158771721018807
covtype,xgb,AlwaysNudge,82.45222222222222,3.3349202570816474
covtype,xgb,AlwaysNudge,82.77222222222223,3.3520292787431565
covtype,xgb,AlwaysNudge,82.98555555555555,3.363410497500595
covtype,xgb,AlwaysNudge,83.23444444444445,3.3767257795762915
covtype,xgb,AlwaysNudge,84.40777777777778,3.4362354201380625
covtype,xgb,AlwaysNudge,84.69222222222223,3.451410378481314
covtype,xgb,AlwaysNudge,84.80333333333333,3.457361342537491
covtype,xgb,AlwaysNudge,86.00777777777778,3.516870983099262
covtype,xgb,AlwaysNudge,86.32777777777778,3.5339800047607715
covtype,xgb,AlwaysNudge,86.64777777777778,3.5510890264222805
covtype,xgb,AlwaysNudge,86.96777777777778,3.5681980480837896
covtype,xgb,AlwaysNudge,87.11,3.5757855272554155
covtype,xgb,AlwaysNudge,87.32333333333334,3.587166746012854
covtype,xgb,AlwaysNudge,87.64333333333333,3.604275767674363
covtype,xgb,AlwaysNudge,87.96333333333334,3.6213847893358726
covtype,xgb,AlwaysNudge,88.31888888888889,3.6404278743156393
covtype,xgb,AlwaysNudge,88.60333333333334,3.6556028326588907
covtype,xgb,AlwaysNudge,88.71444444444444,3.6615537967150678
covtype,xgb,AlwaysNudge,89.03,3.6784396572244704
covtype,xgb,AlwaysNudge,91.37666666666667,3.7379492977862414
covtype,xgb,AlwaysNudge,93.15444444444445,3.7974589383480124
covtype,xgb,AlwaysNudge,97.24333333333334,3.8569685789097834
