dataset,model,policy,stream_position_pct,cumulative_cost_pct_of_rebuild_total
elec2,xgb,MechanismSelector,30.364630587773718,17.40527469003848
elec2,xgb,MechanismSelector,34.20955837277163,17.40527469003848
elec2,xgb,MechanismSelector,35.62198082440352,19.00585185976913
elec2,xgb,MechanismSelector,38.91763321154459,21.784817229585293
elec2,xgb,MechanismSelector,41.58554228684927,21.784817229585293
elec2,xgb,MechanismSelector,42.37022142664476,21.784817229585293
elec2,xgb,MechanismSelector,44.09651553419484,23.741182129115007
elec2,xgb,MechanismSelector,45.82280964174493,23.741182129115007
elec2,xgb,MechanismSelector,46.45055295358132,23.741182129115007
elec2,xgb,MechanismSelector,46.99982835143817,24.339728516460024
elec2,xgb,MechanismSelector,47.549103749295014,24.938274903805045
elec2,xgb,MechanismSelector,48.09837914715186,25.536821291150066
elec2,xgb,MechanismSelector,49.03999411490645,26.603917272338606
elec2,xgb,MechanismSelector,49.4323336848042,27.031450406156477
elec2,xgb,MechanismSelector,50.21701282459969,27.92071932449765
elec2,xgb,MechanismSelector,50.68782030847699,28.433759085079092
