dataset,model,policy_key,seed,event_index,alarm_row,adapt_row,deferred_rows,buffer_rows,action,degraded_to_rebuild,reference_accuracy_used,reference_carried,floor,acc_before,acc_nudged,acc_after,work_units,n_passes,n_estimators_fitted,rows_processed,cumulative_work_units,model_size_after,model_size_unit,placeholders_injected,n_placeholder_rows,nudges_since_rebuild,accuracy_deficit,nudge_prediction_change,alarm_error_before,alarm_error_after,alarm_direction,window_error_recent_100,window_error_prior_100,window_error_recent_200,window_error_prior_200,window_error_recent_500,window_error_prior_500
covtype,rf,fixed_schedule,0,0,14280,14280,0,1000,NUDGE,False,0.6039153471652108,False,nan,0.5452714940055311,0.5396263327152084,0.5396263327152084,4000,5,5,800,4000,100,trees,False,0,1,0.05864385315967968,0.045,,,,0.48,0.43,0.455,0.17,0.296,0.168
covtype,rf,fixed_schedule,0,1,14755,14755,0,475,NUDGE,False,0.7626460017969452,False,nan,0.5935154784240151,0.5900856003752346,0.5900856003752346,1900,5,5,380,5900,100,trees,True,3,2,0.1691305233729301,0.07368421052631578,,,,0.43,0.43,0.43,0.3,0.37,0.272
covtype,rf,fixed_schedule,0,2,14868,14868,0,113,REBUILD,False,0.7626460017969452,True,nan,0.46507936507936504,,1.0,11300,100,100,113,17200,100,trees,True,1,0,0.29756663671758016,,,,,0.36,0.43,0.395,0.335,0.36,0.316
covtype,rf,fixed_schedule,0,3,14965,14968,3,100,NUDGE,False,0.7626460017969452,True,nan,0.0,0.0,0.0,400,5,5,80,17600,100,trees,True,3,1,0.7626460017969452,0.05,,,,0.85,0.34,0.595,0.43,0.456,0.36
covtype,rf,fixed_schedule,0,4,26519,26519,0,1000,NUDGE,False,0.2708133971291866,False,nan,0.46525152660657165,0.5731317243384705,0.5731317243384705,4000,5,5,800,21600,100,trees,True,5,2,-0.19443812947738504,0.11,,,,0.83,0.85,0.84,0.775,0.804,0.782
